Mask No,PRODUCT_NAME,LEASE_TENOR_INCLUDING_HP_cluster,VEHICLE_AGE,YOM,LEASE_TENOR_INCLUDING_HP,TOTAL INCOME_NUM,TOTAL INCOME,CUSTOMER AGE,Exp,Sub_purpose_code_based_on_risk,CRIB_SCORE,Percentage_of_Total_Current_Balance_to_Total_Amount_Granted_Limit_slabs,Percentage_of_Total_Arrears_Amount_to_Total_Amount_Granted_Limit_slabs,Percentage_of_Total_Installments_to_Total_Current_Balance_slabs,Cluster
8260,Three Wheeler-Lease-Registered,60+,11,2013,61,60000,60000-80000,42,0.622158199,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8261,CASH IN HAND,24-36,14,2010,25,85000,80000-100000,44,0.375688035,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,above 15 percentage,between 2- 5 percentage,Green
8262,CASH IN HAND,36-48,11,2013,37,79000,60000-80000,47,0.74165285,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8263,Three Wheeler-Lease-Registered,36-48,12,2012,37,390000,120000+,44,0.639933702,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 5 - 10 percentage,between 5- 10 percentage,Green
8264,Three Wheeler-Lease-Registered,48-60,12,2012,49,80000,80000-100000,56,0.650917233,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
8265,CASH IN HAND,< 24,10,2014,19,50000,40000-60000,52,0.099305434,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
8266,Three Wheeler-Lease-Registered,36-48,16,2008,43,100000,100000-120000,23,0.787317391,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8267,CASH IN HAND,36-48,8,2016,37,90000,80000-100000,41,0.663841277,Low_risk_sub_purpose_code,Missing,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
8268,Three Wheeler-Lease-Registered,48-60,10,2014,49,100000,100000-120000,33,0.72848185,Low_risk_sub_purpose_code,60-80,between 100 - 150 percentage,between 10 - 15 percentage,between 2- 5 percentage,Red
8269,Three Wheeler-Lease-Registered,36-48,11,2013,37,180000,120000+,51,0.505073333,Medium_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,less than 2 percentage,Red
8270,CASH IN HAND,36-48,13,2011,37,850000,120000+,28,0.835288774,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,less than 2 percentage,Green
8271,Three Wheeler-Lease-Registered,48-60,13,2011,49,74000,60000-80000,47,0.622276662,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
8272,Three Wheeler-Lease-Registered,48-60,10,2014,49,105000,100000-120000,40,0.62087729,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
8273,Three Wheeler-Lease-Registered,48-60,14,2010,49,100000,100000-120000,35,0.607606697,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 5 - 10 percentage,between 5- 10 percentage,Red
8274,CASH IN HAND,36-48,13,2011,37,135000,120000+,47,0.648258794,Low_risk_sub_purpose_code,60-80,between 100 - 150 percentage,less than 1 percentage,above 10 percentage,Green
8275,Three Wheeler-Lease-Registered,36-48,9,2015,36,45000,40000-60000,53,0.751173709,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Green
8276,CASH IN HAND,24-36,11,2013,25,60000,60000-80000,24,0.569494019,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Red
8277,Three Wheeler-Lease-Registered,48-60,16,2008,49,70000,60000-80000,36,0.618449275,Low_risk_sub_purpose_code,Missing,between 150 - 200 percentage,between 10 - 15 percentage,between 2- 5 percentage,Red
8278,Three Wheeler-Lease-Registered,24-36,12,2012,25,100000,100000-120000,36,0.504406436,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8280,CASH IN HAND,48-60,8,2016,49,150000,120000+,50,0.51104,Medium_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8281,CASH IN HAND,60+,14,2010,61,100000,100000-120000,31,0.780172943,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
8282,CASH IN HAND,36-48,12,2012,37,130000,120000+,41,0.663919024,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Red
8283,CASH IN HAND,60+,9,2015,61,80000,80000-100000,48,0.62647193,Medium_risk_sub_purpose_code,Above 80,less than 50 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8284,CASH IN HAND,36-48,17,2007,37,100000,100000-120000,40,0.440896763,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8285,Three Wheeler-Lease-Registered,36-48,10,2014,37,100000,100000-120000,36,0.585035955,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8286,Three Wheeler-Lease-Registered,60+,15,2009,61,100000,100000-120000,40,0.62940719,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
8287,Three Wheeler-Lease-Registered,36-48,12,2012,37,300000,120000+,49,0.681921951,Medium_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
8288,Three Wheeler-Lease-Registered,36-48,5,2019,37,150000,120000+,36,0.54978101,Low_risk_sub_purpose_code,Missing,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8289,Three Wheeler-Lease-Registered,< 24,19,2005,20,60000,60000-80000,38,0.353495327,Medium_risk_sub_purpose_code,below 0,between 50 - 100 percentage,above 15 percentage,between 5- 10 percentage,Green
8291,CASH IN HAND,48-60,15,2009,49,65000,60000-80000,31,0.675491239,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8292,CASH IN HAND,< 24,11,2013,19,95000,80000-100000,50,0.617592379,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8293,CASH IN HAND,60+,9,2015,61,50000,40000-60000,41,0.823014783,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8294,CASH IN HAND,48-60,9,2015,49,45000,40000-60000,53,0.316766087,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
8295,Three Wheeler-Lease-Registered,36-48,18,2006,37,800000,120000+,47,0.671937143,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,above 15 percentage,between 2- 5 percentage,Green
8296,CASH IN HAND,36-48,11,2013,37,87000,80000-100000,47,0.770549038,Medium_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
8297,CASH IN HAND,36-48,14,2010,37,195000,120000+,33,0.620293069,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
8298,CASH IN HAND,36-48,13,2011,37,45000,40000-60000,25,0.453875613,Medium_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,less than 2 percentage,Green
8299,Three Wheeler-Lease-Registered,60+,16,2008,61,67000,60000-80000,49,0.518047742,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Red
8300,CASH IN HAND,24-36,16,2008,25,70000,60000-80000,24,0.136788387,Medium_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
8301,Three Wheeler-Lease-Registered,60+,12,2012,61,87000,80000-100000,52,0.632468615,Low_risk_sub_purpose_code,20-40,between 100 - 150 percentage,between 1 - 5 percentage,less than 2 percentage,Red
8302,Three Wheeler-Lease-Registered,36-48,12,2012,37,50000,40000-60000,21,0.526800508,Medium_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
8304,CASH IN HAND,48-60,8,2016,49,80000,80000-100000,40,0.379321323,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8305,Three Wheeler-Lease-Registered,36-48,11,2013,37,80000,80000-100000,20,0.361125866,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8306,CASH IN HAND,48-60,9,2015,49,100000,100000-120000,40,0.64649402,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8307,CASH IN HAND,36-48,13,2011,37,150000,120000+,35,0.592333805,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
8308,CASH IN HAND,24-36,8,2016,25,300000,120000+,45,0.528963386,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,above 15 percentage,between 5- 10 percentage,Green
8309,CASH IN HAND,36-48,9,2015,37,120000,120000+,37,0.403420697,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
8311,CASH IN HAND,60+,19,2005,61,90000,80000-100000,42,0.724240748,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
8313,CASH IN HAND,36-48,9,2015,37,150000,120000+,21,0.72712087,Medium_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8314,Three Wheeler-Lease-Registered,< 24,13,2011,18,100000,100000-120000,40,0.148541935,Low_risk_sub_purpose_code,20-40,less than 50 percentage,between 10 - 15 percentage,above 10 percentage,Green
8315,CASH IN HAND,36-48,14,2010,43,130000,120000+,48,0.616308067,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
8316,Three Wheeler-Lease-Registered,24-36,14,2010,30,90000,80000-100000,38,0.306868966,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 10 - 15 percentage,between 5- 10 percentage,Green
8317,Three Wheeler-Lease-Registered,24-36,14,2010,31,90000,80000-100000,49,0.260992248,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
8318,CASH IN HAND,48-60,9,2015,49,130000,120000+,46,0.579712174,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,less than 2 percentage,Green
8320,Three Wheeler-Lease-Registered,24-36,16,2008,31,80000,80000-100000,47,0.259218841,Low_risk_sub_purpose_code,40-60,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Red
8321,Three Wheeler-Lease-Registered,48-60,13,2011,49,13000,< 40000,44,0.61241075,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8322,Three Wheeler-Lease-Registered,48-60,14,2010,49,150000,120000+,30,0.623531202,Low_risk_sub_purpose_code,60-80,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Red
8323,Three Wheeler-Lease-Registered,24-36,14,2010,31,250000,120000+,24,0.569444293,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8324,Three Wheeler-Lease-Registered,24-36,6,2018,25,150000,120000+,34,0.560465711,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,above 15 percentage,between 2- 5 percentage,Green
8325,Three Wheeler-Lease-Registered,36-48,19,2005,37,60000,60000-80000,44,0.66624,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8326,Three Wheeler-Lease-Registered,24-36,19,2005,25,150000,120000+,44,0.634975589,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8327,Three Wheeler-Lease-Registered,36-48,9,2015,37,50000,40000-60000,30,0.434136245,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,less than 1 percentage,less than 2 percentage,Green
8328,CASH IN HAND,36-48,9,2015,37,100000,100000-120000,42,0.662442018,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8329,CASH IN HAND,36-48,11,2013,37,100000,100000-120000,59,0.547766492,Low_risk_sub_purpose_code,Above 80,Missing,Missing,Missing,Red
8330,CASH IN HAND,48-60,18,2006,49,100000,100000-120000,39,0.489921739,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8331,Three Wheeler-Lease-Registered,60+,14,2010,61,100000,100000-120000,32,0.799334621,Medium_risk_sub_purpose_code,60-80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
8332,CASH IN HAND,60+,12,2012,61,10000,< 40000,32,0.722272906,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,between 5 - 10 percentage,between 2- 5 percentage,Red
8333,CASH IN HAND,60+,8,2016,61,100000,100000-120000,29,0.500287831,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,above 10 percentage,Green
8334,Three Wheeler-Lease-Registered,48-60,13,2011,49,100000,100000-120000,31,0.671485935,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
8336,Three Wheeler-Lease-Registered,36-48,11,2013,37,150000,120000+,43,0.627141969,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,less than 2 percentage,Green
8337,Three Wheeler-Lease-Registered,48-60,13,2011,49,120000,120000+,40,0.623452334,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8338,CASH IN HAND,24-36,8,2016,25,100000,100000-120000,54,0.109137984,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
8339,CASH IN HAND,48-60,14,2010,49,100000,100000-120000,38,0.674836966,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8340,CASH IN HAND,24-36,13,2011,25,100000,100000-120000,62,0.371959302,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
8341,CASH IN HAND,< 24,10,2014,19,100000,100000-120000,37,0.14895815,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
8342,Three Wheeler-Lease-Registered,36-48,12,2012,43,10000,< 40000,34,0.739932683,Medium_risk_sub_purpose_code,60-80,between 100 - 150 percentage,between 1 - 5 percentage,between 5- 10 percentage,Red
8343,CASH IN HAND,48-60,14,2010,49,80000,80000-100000,50,0.729185503,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8344,Three Wheeler-Lease-Registered,48-60,9,2015,55,150000,120000+,25,0.591118261,Medium_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Red
8345,CASH IN HAND,60+,7,2017,61,40000,40000-60000,29,0.622068161,Low_risk_sub_purpose_code,20-40,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
8346,CASH IN HAND,48-60,9,2015,49,45000,40000-60000,53,0.722762609,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Green
8347,CASH IN HAND,< 24,15,2009,19,80000,80000-100000,50,0.236157612,Medium_risk_sub_purpose_code,Missing,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
8348,CASH IN HAND,36-48,15,2009,37,80000,80000-100000,24,0.66649791,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8350,CASH IN HAND,60+,9,2015,61,20000,< 40000,50,0.31574087,Medium_risk_sub_purpose_code,20-40,between 150 - 200 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
8351,Three Wheeler-Lease-Registered,< 24,15,2009,19,700000,120000+,37,0.140002388,Medium_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
8352,Three Wheeler-Lease-Registered,36-48,11,2013,37,50000,40000-60000,41,0.457911085,Low_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
8353,Three Wheeler-Lease-Registered,36-48,14,2010,37,50000,40000-60000,49,0.644730033,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
8354,Three Wheeler-Lease-Registered,48-60,18,2006,49,50000,40000-60000,54,0.829742857,Low_risk_sub_purpose_code,20-40,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8355,Three Wheeler-Lease-Registered,36-48,9,2015,37,90000,80000-100000,31,0.494917391,Medium_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8356,CASH IN HAND,60+,15,2009,61,80000,80000-100000,57,0.557426866,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8357,Three Wheeler-Lease-Registered,60+,13,2011,61,50000,40000-60000,53,0.587170065,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Green
8358,CASH IN HAND,60+,10,2014,61,50000,40000-60000,40,0.760741734,Medium_risk_sub_purpose_code,20-40,less than 50 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
8361,Three Wheeler-Lease-Registered,48-60,12,2012,49,140000,120000+,35,0.624112766,Low_risk_sub_purpose_code,Missing,between 150 - 200 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
8362,Three Wheeler-Lease-Registered,48-60,14,2010,49,90000,80000-100000,41,0.563683424,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
8363,Three Wheeler-Lease-Registered,60+,9,2015,61,50000,40000-60000,48,0.592620175,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8364,Three Wheeler-Lease-Registered,48-60,13,2011,49,80000,80000-100000,34,0.654940903,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
8365,Three Wheeler-Lease-Registered,60+,14,2010,61,80000,80000-100000,39,0.825664536,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
8366,Three Wheeler-Lease-Registered,48-60,15,2009,49,50000,40000-60000,48,0.830217313,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
8367,CASH IN HAND,60+,8,2016,61,50000,40000-60000,43,0.827376085,Medium_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8368,CASH IN HAND,36-48,9,2015,37,30000,< 40000,40,0.22698087,High_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
8369,Three Wheeler-Lease-Registered,36-48,14,2010,37,50000,40000-60000,62,0.403677793,Medium_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Green
8370,Three Wheeler-Lease-Registered,36-48,10,2014,37,80000,80000-100000,21,0.508608555,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 5 - 10 percentage,less than 2 percentage,Red
8371,Three Wheeler-Lease-Registered,36-48,9,2015,37,80000,80000-100000,24,0.627825217,Low_risk_sub_purpose_code,20-40,between 100 - 150 percentage,above 15 percentage,above 10 percentage,Green
8372,Three Wheeler-Lease-Registered,36-48,14,2010,37,100000,100000-120000,28,0.618242836,Low_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
8373,Three Wheeler-Lease-Registered,48-60,11,2013,49,80000,80000-100000,27,0.614412435,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8374,Three Wheeler-Lease-Registered,24-36,16,2008,25,90000,80000-100000,52,0.252054054,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8375,Three Wheeler-Lease-Registered,48-60,9,2015,49,80000,80000-100000,63,0.721927826,Medium_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8376,CASH IN HAND,36-48,8,2016,37,200000,120000+,36,0.485373643,Low_risk_sub_purpose_code,60-80,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
8378,CASH IN HAND,36-48,14,2010,37,50000,40000-60000,33,0.618581979,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8379,Three Wheeler-Lease-Registered,60+,11,2013,61,50000,40000-60000,28,0.621873333,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,between 2- 5 percentage,Green
8380,Three Wheeler-Lease-Registered,36-48,17,2007,37,90000,80000-100000,53,0.619485389,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Red
8381,Three Wheeler-Lease-Registered,60+,11,2013,61,65000,60000-80000,30,0.622068394,Low_risk_sub_purpose_code,Missing,between 150 - 200 percentage,between 5 - 10 percentage,between 2- 5 percentage,Green
8382,Three Wheeler-Lease-Registered,48-60,14,2010,49,70000,60000-80000,38,0.62099726,Low_risk_sub_purpose_code,20-40,less than 50 percentage,less than 1 percentage,Missing,Green
8383,CASH IN HAND,60+,9,2015,61,200000,120000+,35,0.629910435,Medium_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Red
8384,CASH IN HAND,48-60,8,2016,49,100000,100000-120000,31,0.579834074,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
8386,CASH IN HAND,60+,12,2012,61,70000,60000-80000,34,0.706169458,Low_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
8387,Three Wheeler-Lease-Registered,48-60,16,2008,49,100000,100000-120000,38,0.737430065,Medium_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8388,CASH IN HAND,60+,10,2014,61,60000,60000-80000,25,0.76614289,Medium_risk_sub_purpose_code,20-40,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Red
8389,CASH IN HAND,48-60,11,2013,49,80000,80000-100000,42,0.496313333,Medium_risk_sub_purpose_code,Missing,between 100 - 150 percentage,less than 1 percentage,between 2- 5 percentage,Green
8390,Three Wheeler-Lease-Registered,60+,14,2010,60,150000,120000+,36,0.803012552,Low_risk_sub_purpose_code,40-60,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
8391,Three Wheeler-Lease-Registered,60+,13,2011,61,150000,120000+,19,0.827376516,Medium_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
8392,Three Wheeler-Lease-Registered,36-48,9,2015,37,50000,40000-60000,39,0.275513158,Low_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Green
8393,CASH IN HAND,60+,10,2014,61,100000,100000-120000,58,0.468307152,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
8394,Three Wheeler-Lease-Registered,60+,14,2010,61,90000,80000-100000,51,0.621121461,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,between 2- 5 percentage,Red
8395,CASH IN HAND,< 24,10,2014,19,70000,60000-80000,46,0.107778168,Low_risk_sub_purpose_code,20-40,Missing,Missing,Missing,Green
8396,CASH IN HAND,48-60,8,2016,49,75000,60000-80000,46,0.351415026,Medium_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
8397,CASH IN HAND,24-36,13,2011,25,50000,40000-60000,53,0.164146581,Low_risk_sub_purpose_code,20-40,between 100 - 150 percentage,between 5 - 10 percentage,between 5- 10 percentage,Green
8398,Three Wheeler-Lease-Registered,36-48,10,2014,37,150000,120000+,56,0.357813483,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8399,CASH IN HAND,36-48,12,2012,37,120000,120000+,35,0.609289111,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8400,CASH IN HAND,48-60,12,2012,49,60000,60000-80000,31,0.830217561,Medium_risk_sub_purpose_code,40-60,less than 50 percentage,less than 1 percentage,Missing,Green
8401,CASH IN HAND,60+,9,2015,61,75000,60000-80000,39,0.579510435,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Red
8402,CASH IN HAND,24-36,12,2012,25,100000,100000-120000,45,0.189340882,Low_risk_sub_purpose_code,Missing,less than 50 percentage,between 1 - 5 percentage,above 10 percentage,Green
8403,CASH IN HAND,36-48,16,2008,37,220000,120000+,41,0.497193959,Low_risk_sub_purpose_code,Above 80,less than 50 percentage,between 1 - 5 percentage,between 5- 10 percentage,Green
8404,CASH IN HAND,48-60,11,2013,49,150000,120000+,47,0.719587619,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,less than 1 percentage,between 2- 5 percentage,Green
8405,CASH IN HAND,24-36,15,2009,31,70000,60000-80000,33,0.522222482,Medium_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 5 - 10 percentage,between 2- 5 percentage,Red
8406,CASH IN HAND,< 24,10,2014,19,80000,80000-100000,24,0.120414607,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,between 5- 10 percentage,Green
8407,CASH IN HAND,60+,8,2016,61,80000,80000-100000,42,0.386118095,Low_risk_sub_purpose_code,Missing,between 50 - 100 percentage,between 10 - 15 percentage,above 10 percentage,Green
8408,CASH IN HAND,48-60,9,2015,49,100000,100000-120000,30,0.685831304,Medium_risk_sub_purpose_code,20-40,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
8409,CASH IN HAND,24-36,11,2013,25,80000,80000-100000,24,0.30231619,Low_risk_sub_purpose_code,Above 80,between 50 - 100 percentage,less than 1 percentage,between 5- 10 percentage,Green
8410,CASH IN HAND,60+,13,2011,61,80000,80000-100000,23,0.641328516,Medium_risk_sub_purpose_code,Missing,between 100 - 150 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8411,CASH IN HAND,60+,14,2010,61,50000,40000-60000,43,0.473702621,Low_risk_sub_purpose_code,60-80,between 50 - 100 percentage,between 1 - 5 percentage,between 2- 5 percentage,Red
8413,Three Wheeler-Lease-Registered,48-60,13,2011,49,120000,120000+,31,0.535624258,Medium_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,between 2- 5 percentage,Red
8414,Three Wheeler-Lease-Registered,48-60,12,2012,49,65000,60000-80000,29,0.830217561,Medium_risk_sub_purpose_code,0-20,Missing,Missing,Missing,Green
8415,Three Wheeler-Lease-Registered,48-60,9,2015,49,85000,80000-100000,37,0.829742609,Medium_risk_sub_purpose_code,20-40,between 50 - 100 percentage,between 5 - 10 percentage,less than 2 percentage,Red
8416,Three Wheeler-Lease-Registered,36-48,18,2006,43,100000,100000-120000,27,0.520351429,Medium_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Red
8417,Three Wheeler-Lease-Registered,36-48,12,2012,37,150000,120000+,29,0.627825532,Low_risk_sub_purpose_code,Missing,Missing,Missing,Missing,Green
8418,Three Wheeler-Lease-Registered,36-48,17,2007,37,120000,120000+,57,0.623893704,Low_risk_sub_purpose_code,Missing,less than 50 percentage,less than 1 percentage,between 2- 5 percentage,Green
8419,Three Wheeler-Lease-Registered,48-60,9,2015,49,100000,100000-120000,43,0.64649402,Low_risk_sub_purpose_code,20-40,less than 50 percentage,between 1 - 5 percentage,between 2- 5 percentage,Green
8420,Three Wheeler-Lease-Registered,24-36,14,2010,25,250000,120000+,30,0.348485809,Low_risk_sub_purpose_code,40-60,between 50 - 100 percentage,between 5 - 10 percentage,less than 2 percentage,Red
8421,CASH IN HAND,24-36,9,2015,25,100000,100000-120000,44,0.121701739,Medium_risk_sub_purpose_code,Above 80,less than 50 percentage,less than 1 percentage,above 10 percentage,Green
